"","rank","title","Previous.Rank","Revenues...M.","Revenue.Change","Profits...M.","Profit.Change","Assets...M.","Mkt.Value.as.of.3.29.18...M.","Employees","CEO","CEO.Title","Sector","Industry","Years.on.Fortune.500.List","City","State","Latitude","Longitude","CEO.gender","ticker"
"638",638,"Landstar System","699","$3,649 ","15.10%","$177.10 ","28.90%","$1,353 ","$4,604 ","1,273","James Gattoni","President, Chief Executive Officer &  Director","Transportation","Trucking, Truck Leasing","-","Jacksonville","FL",30.3321838,-81.655651,"male","LSTR"
"639",639,"Buckeye Partners","685","$3,648 ","12.30%","$478.80 ","-10.60%","$10,305 ","$5,494 ","1,870","Clark Smith","Chairman, President &  Chief Executive Officer","Energy","Pipelines","-","Houston","TX",29.7604267,-95.3698028,"male","BPL"
"640",640,"MRC Global","726","$3,646 ","19.90%","$50.00 ","-","$2,340 ","$1,517 ","3,580","Andrew Lane","President, Chief Executive Officer &  Director","Energy","Oil and Gas Equipment, Services","-","Houston","TX",29.7604267,-95.3698028,"male","BOOM"
"641",641,"CME Group","633","$3,645 ","1.40%","$4,063.40 ","164.90%","$75,791 ","$55,058 ","2,830","Terrence Duffy","Chairman &  Chief Executive Officer","Financials","Securities","-","Chicago","IL",41.8781136,-87.6297982,"male","CME"
"642",642,"Greif","676","$3,638 ","9.50%","$118.60 ","58.30%","$3,232 ","$2,636 ","13,000","Peter Watson","President, Chief Executive Officer &  Director","Materials","Packaging, Containers","-","Delaware","OH",40.2986724,-83.067965,"male","GRFS"
"643",643,"Nexeo Solutions","","$3,637 ","241.30%","$14.40 ","-","$2,254 ","$960 ","2,640","David Bradley","President, Chief Executive Officer &  Director","Wholesalers","Wholesalers: Diversified","-","The Woodlands","TX",30.1658207,-95.4612625,"male",NA
"644",644,"Cooper-Standard Holdings","655","$3,618 ","4.20%","$135.30 ","-2.70%","$2,726 ","$2,200 ","32,000","Jeffrey Edwards","Chairman &  Chief Executive Officer","Motor Vehicles &  Parts","Motor Vehicles and Parts","-","Novi","MI",42.48059,-83.4754913,"male","CPS"
"645",645,"Urban Outfitters","645","$3,616 ","2.00%","$108.30 ","-50.40%","$1,953 ","$4,001 ","16,330","Richard Hayne","Chairman &  Chief Executive Officer","Retailing","Specialty Retailers: Apparel","-","Philadelphia","PA",39.9525839,-75.1652215,"male","URBN"
"646",646,"LSC Communications","625","$3,603 ","-1.40%","($57.00)","-153.80%","$2,014 ","$608 ","24,000","Thomas Quinlan III","Chairman, President &  Chief Executive Officer","Media","Publishing, Printing","-","Chicago","IL",41.8781136,-87.6297982,"male","LKSD"
"647",647,"Sabre","668","$3,599 ","6.70%","$242.50 ","0.00%","$5,649 ","$5,887 ","9,000","Sean Menke","President, Chief Executive Officer &  Director","Technology","Internet Services and Retailing","-","Southlake","TX",32.9412363,-97.1341783,"male","BKCH"
"648",648,"Green Plains","662","$3,596 ","5.40%","$61.10 ","472.60%","$2,785 ","$688 ","1,427","Todd Becker","President, Chief Executive Officer &  Director","Energy","Energy","-","Omaha","NE",41.2565369,-95.9345034,"male","GPP"
"649",649,"Hexion","659","$3,591 ","4.50%","($234.00)","-","$2,097 ","-","4,300","Craig Rogerson","Chairman, President &  Chief Executive Officer","Chemicals","Chemicals","-","Columbus","OH",39.9611755,-82.9987942,"male","ALXN"
"650",650,"Stericycle","642","$3,581 ","0.50%","$42.40 ","-79.50%","$6,988 ","$5,007 ","23,200","Charles Alutto","President, Chief Executive Officer &  Director","Business Services","Waste Management","-","Lake Forest","IL",42.2586342,-87.840625,"male","SRCL"
"651",651,"Warner Music Group","686","$3,576 ","10.20%","$143.00 ","472.00%","$5,718 ","-","4,520","Stephen Cooper","President, Chief Executive Officer &  Director","Media","Entertainment","-","New York","NY",40.7127753,-74.0059728,"male",NA
"652",652,"Ventas","658","$3,574 ","3.80%","$1,356.50 ","108.90%","$23,955 ","$17,643 ","493","Debra Cafaro","Chairman &  Chief Executive Officer","Financials","Real estate","-","Chicago","IL",41.8781136,-87.6297982,"female","VTR"
"653",653,"ScanSource","647","$3,568 ","0.80%","$69.20 ","8.80%","$1,718 ","$909 ","2,000","Michael Baur","Chief Executive Officer &  Director","Wholesalers","Wholesalers: Electronics and Office Equipment","-","Greenville","SC",34.8526176,-82.3940104,"male","SCSC"
"654",654,"Pinnacle West Capital","651","$3,565 ","1.90%","$488.50 ","10.50%","$17,019 ","$8,932 ","6,292","Donald Brandt","Chairman, President &  Chief Executive Officer","Energy","Utilities: Gas and Electric","-","Phoenix","AZ",33.4483771,-112.0740373,"male","PNW"
"655",655,"Scripps Networks Interactive","664","$3,562 ","4.70%","$623.90 ","-7.40%","$6,522 ","$0 ","3,600","David Zaslav","CEO-Discovery","Media","Entertainment","-","Knoxville","TN",35.9606384,-83.9207392,"male",NA
"656",656,"Alexion Pharmaceuticals","714","$3,551 ","15.10%","$443.30 ","11.00%","$13,583 ","$24,784 ","2,525","Ludwig Hantson","Chairman &  Chief Executive Officer","Health Care","Pharmaceuticals","-","New Haven","CT",41.308274,-72.9278835,"male","ACHN"
"657",657,"Pitney Bowes","663","$3,550 ","4.20%","$261.30 ","181.60%","$6,679 ","$2,038 ","14,700","Marc Lautenbach","President, Chief Executive Officer &  Director","Technology","Computers, Office Equipment","-","Stamford","CT",41.0534302,-73.5387341,"male","PBI"
"658",658,"CIT Group","550","$3,545 ","-20.40%","$468.20 ","-","$49,279 ","$6,649 ","4,167","Ellen Alemany","Chairwoman &  CEO","Financials","Commercial Banks","-","New York","NY",40.7127753,-74.0059728,"female","CIT"
"659",659,"Country Financial","657","$3,542 ","2.40%","$187.30 ","39.00%","$14,664 ","-","3,834","Kurt Bock","Chief Executive Officer","Financials","Insurance: Property and Casualty (Mutual)","-","Bloomington","IL",40.4842027,-88.9936873,"male",NA
"660",660,"CUNA Mutual Group","683","$3,541 ","8.20%","$303.20 ","36.20%","$20,595 ","-","3,300","Robert Trunzo","President, Chief Executive Officer &  Director","Financials","Insurance: Life, Health (stock)","-","Madison","WI",43.0730517,-89.4012302,"male",NA
"661",661,"Triumph Group","601","$3,533 ","-9.10%","($43.00)","-","$4,415 ","$1,252 ","14,309","Daniel Crowley","President, Chief Executive Officer &  Director","Aerospace &  Defense","Aerospace and Defense","-","Berwyn","PA",40.045824,-75.4395931,"male","TGI"
"662",662,"TransDigm Group","698","$3,529 ","11.30%","$596.90 ","1.80%","$9,976 ","$16,021 ","9,200","Kevin Stein","President, Chief Executive Officer &  Director","Aerospace &  Defense","Aerospace and Defense","-","Cleveland","OH",41.49932,-81.6943605,"male","TDG"
"663",663,"Allegheny Technologies","707","$3,525 ","12.50%","($91.90)","-","$5,185 ","$2,974 ","8,600","Richard Harshman","Chairman, President &  Chief Executive Officer","Materials","Metals","-","Pittsburgh","PA",40.4406248,-79.9958864,"male","ATI"
"664",664,"Resolute Forest Products","646","$3,513 ","-0.90%","($84.00)","-","$4,147 ","$749 ","7,700","Yves Laflamme","President, Chief Executive Officer &  Director","Materials","Forest and Paper Products","-","Catawba","SC",34.8529233,-80.9111862,"male","RFP"
"665",665,"Acuity Brands","679","$3,505 ","6.50%","$321.70 ","10.60%","$2,900 ","$5,868 ","12,500","Vernon Nagel","Chairman, President &  Chief Executive Officer","Industrials","Electronics, Electrical Equip.","-","Atlanta","GA",33.7489954,-84.3879824,"male","AYI"
"666",666,"Abercrombie & Fitch","675","$3,493 ","5.00%","$7.10 ","79.30%","$2,326 ","$1,651 ","22,500","Fran Horowitz-Bonadies","Chief Executive Officer &  Director","Retailing","Specialty Retailers: Apparel","-","New Albany","OH",40.0811745,-82.8087864,"female","ANF"
"667",667,"KLA-Tencor","733","$3,480 ","16.60%","$926.10 ","31.50%","$5,532 ","$17,073 ","5,990","Richard Wallace","President, Chief Executive Officer &  Director","Technology","Semiconductors and Other Electronic Components","-","Milpitas","CA",37.4323341,-121.8995741,"male","KLAC"
"668",668,"Weis Markets","706","$3,467 ","10.50%","$98.40 ","12.90%","$1,442 ","$1,102 ","23,000","Jonathan Weis","Chairman, President &  Chief Executive Officer","Food &  Drug Stores","Food and Drug Stores","-","Sunbury","PA",40.862585,-76.7944104,"male","IMKTA"
"669",669,"Puget Energy","700","$3,460 ","9.40%","$175.20 ","-44.00%","$13,691 ","-","3,140","Kimberly Harris","President, Chief Executive Officer &  Director","Energy","Utilities: Gas and Electric","-","Bellevue","WA",47.6101497,-122.2015159,"female",NA
"670",670,"Mednax","697","$3,458 ","8.60%","$320.40 ","-1.40%","$5,867 ","$5,251 ","14,000","Roger Medel","Chief Executive Officer &  Director","Health Care","Health Care: Pharmacy and Other Services","-","Fort Lauderdale","FL",26.1669711,-80.256595,"male","MD"
"671",671,"Kar Auction Services","702","$3,458 ","9.80%","$362.00 ","62.80%","$6,984 ","$7,285 ","15,488","James Hallett","Chairman &  Chief Executive Officer","Wholesalers","Wholesalers: Diversified","-","Carmel","IN",39.978371,-86.1180435,"male","KAR"
"672",672,"PolyOne","673","$3,452 ","3.40%","($57.70)","-134.90%","$2,705 ","$3,400 ","6,400","Robert Patterson","Chairman, President &  Chief Executive Officer","Chemicals","Chemicals","-","Avon Lake","OH",41.5053178,-82.0282001,"male","POL"
"673",673,"FMC","681","$3,442 ","4.80%","$535.80 ","156.20%","$9,206 ","$10,297 ","7,000","Pierre Brondeau","Chairman, President &  Chief Executive Officer","Chemicals","Chemicals","-","Philadelphia","PA",39.9525839,-75.1652215,"male","DIT"
"674",674,"Edwards Lifesciences","734","$3,435 ","15.90%","$583.60 ","2.50%","$5,696 ","$29,372 ","12,200","Michael Mussallem","Chairman &  Chief Executive Officer","Health Care","Medical Products and Equipment","-","Irvine","CA",33.6845673,-117.8265049,"male","EW"
"675",675,"Microchip Technology","897","$3,426 ","57.60%","$164.60 ","-49.20%","$7,687 ","$21,410 ","12,656","Steve Sanghi","Chairman &  Chief Executive Officer","Technology","Semiconductors and Other Electronic Components","-","Chandler","AZ",33.3061605,-111.8412502,"male","MCHP"
"676",676,"Amerco","682","$3,422 ","4.50%","$398.40 ","-18.50%","$9,406 ","$6,767 ","20,376","Edward Shoen","Chairman, President &  Chief Executive Officer","Transportation","Trucking, Truck Leasing","-","Reno","NV",39.5296329,-119.8138027,"male","UHAL"
"677",677,"Mercury General","689","$3,416 ","5.80%","$144.90 ","98.30%","$5,101 ","$2,538 ","4,300","Gabriel Tirador","President, Chief Executive Officer &  Director","Financials","Insurance: Property and Casualty (Stock)","-","Los Angeles","CA",34.0522342,-118.2436849,"male","MCY"
"678",678,"American National Insurance","688","$3,411 ","5.70%","$493.70 ","172.70%","$26,387 ","$3,150 ","4,621","James Pozzi","President, Chief Executive Officer &  Director","Financials","Insurance: Life, Health (stock)","-","Galveston","TX",29.3013479,-94.7976958,"male","AMNB"
"679",679,"Carters","694","$3,400 ","6.30%","$302.80 ","17.30%","$2,068 ","$4,902 ","20,900","Michael Casey","Chairman &  Chief Executive Officer","Apparel","Apparel","-","Atlanta","GA",33.7489954,-84.3879824,"male","CARE"
"680",680,"International Flavors & Fragrances","711","$3,399 ","9.10%","$295.70 ","-27.00%","$4,599 ","$10,804 ","7,300","Andreas Fibig","Chairman &  Chief Executive Officer","Chemicals","Chemicals","-","New York","NY",40.7127753,-74.0059728,"male","IFF"
"681",681,"Aarons","692","$3,384 ","5.50%","$292.50 ","110.00%","$2,692 ","$3,266 ","11,900","John Robinson III","President, Chief Executive Officer &  Director","Retailing","Specialty Retailers: Other","-","Atlanta","GA",33.7489954,-84.3879824,"male","AAN"
"682",682,"Alliant Energy","677","$3,382 ","1.90%","$457.30 ","23.10%","$14,188 ","$9,453 ","3,989","Patricia Kampling","Chairman &  Chief Executive Officer","Energy","Utilities: Gas and Electric","-","Madison","WI",43.0730517,-89.4012302,"female","LNT"
"683",683,"EQT","","$3,378 ","110.00%","$1,508.50 ","-","$29,523 ","$12,565 ","2,067","David Porges","Chairman, President &  Chief Executive Officer","Energy","Energy","-","Pittsburgh","PA",40.4406248,-79.9958864,"male","ATEST"
"684",684,"Monster Beverage","721","$3,369 ","10.50%","$820.70 ","15.20%","$4,791 ","$32,404 ","2,589","Rodney Sacks","Chairman &  Chief Executive Officer","Food, Beverages &  Tobacco","Beverages","-","Corona","CA",33.8752935,-117.5664384,"male","MNST"
"685",685,"BMC Stock Holdings","712","$3,366 ","8.80%","$57.40 ","86.00%","$1,473 ","$1,314 ","9,100","David Keltner","President, Chief Executive Officer &  Director","Wholesalers","Wholesalers: Diversified","-","Atlanta","GA",33.7489954,-84.3879824,"male","BMCH"
"686",686,"Ryerson Holding","753","$3,365 ","17.70%","$17.10 ","-8.60%","$1,712 ","$303 ","3,600","Edward Lehner","President, Chief Executive Officer &  Director","Materials","Metals","-","Chicago","IL",41.8781136,-87.6297982,"male","RYI"
"687",687,"Equifax","703","$3,362 ","6.90%","$587.30 ","20.20%","$7,233 ","$14,152 ","10,300","Mark Begor","Chairman &  Chief Executive Officer","Business Services","Financial Data Services","-","Atlanta","GA",33.7489954,-84.3879824,"male","EFX"
"688",688,"Regal Beloit","690","$3,360 ","4.20%","$213.00 ","4.70%","$4,388 ","$3,225 ","23,600","Mark Gliebe","Chairman &  Chief Executive Officer","Industrials","Electronics, Electrical Equip.","-","Beloit","WI",42.5083482,-89.0317765,"male","RBC"
"689",689,"Old Dominion Freight Line","731","$3,358 ","12.30%","$463.80 ","56.80%","$3,068 ","$12,107 ","19,183","Greg Gantt","President, Chief Executive Officer &  Director","Transportation","Trucking, Truck Leasing","-","Thomasville","NC",35.8826369,-80.0819879,"male","ODFL"
"690",690,"American Water Works","678","$3,357 ","1.70%","$426.00 ","-9.00%","$19,482 ","$14,622 ","6,900","Susan Story","President, Chief Executive Officer &  Director","Energy","Miscellaneous","-","Voorhees Township","NJ",39.8519447,-74.961517,"female","AIG"
"691",691,"BGC Partners","771","$3,353 ","23.20%","$51.50 ","-49.80%","$5,457 ","$4,119 ","9,238","Howard Lutnick","Chairman &  Chief Executive Officer","Financials","Securities","-","New York","NY",40.7127753,-74.0059728,"male","BGCP"
"692",692,"Brinks","730","$3,347 ","10.80%","$16.70 ","-51.60%","$3,060 ","$3,609 ","62,150","Douglas Pertz","President, Chief Executive Officer &  Director","Business Services","Diversified Outsourcing Services","-","Richmond","VA",37.5407246,-77.4360481,"male","BCO"
"693",692,"Meritor","730","$3,347 ","10.80%","$16.70 ","-51.60%","$3,060 ","$3,609 ","62,150","Douglas Pertz","President, Chief Executive Officer &  Director","Business Services","Diversified Outsourcing Services","-","Richmond","VA",37.5407246,-77.4360481,"male","MTOR"
"694",694,"Sentry Insurance Group","720","$3,346 ","9.30%","$288.50 ","30.10%","$17,302 ","-","4,139","Peter McPartland","Chairman, President &  Chief Executive Officer","Financials","Insurance: Property and Casualty (Mutual)","-","Stevens Point","WI",44.5235792,-89.574563,"male","2706"
"695",695,"Sanderson Farms","758","$3,342 ","18.70%","$279.70 ","48.00%","$1,733 ","$2,718 ","14,669","Joe Sanderson Jr","Chairman &  Chief Executive Officer","Food, Beverages &  Tobacco","Food Production","-","Laurel","MS",31.6940509,-89.1306124,"male","SAFM"
"696",696,"KapStone Paper & Packaging","715","$3,316 ","7.70%","$243.50 ","182.30%","$3,324 ","$3,341 ","6,400","Matthew Kaplan","President, Chief Executive Officer &  Director","Materials","Packaging, Containers","-","Northbrook","IL",42.1275267,-87.8289548,"male",NA
"697",697,"Gartner","821","$3,312 ","35.50%","$3.30 ","-98.30%","$7,283 ","$10,684 ","15,131","Eugene Hall","Chief Executive Officer","Technology","Information Technology Services","-","Stamford","CT",41.0534302,-73.5387341,"male","CQP"
"698",698,"IAC/InterActiveCorp","705","$3,307.20 ","5.30%","$304.90 ","-","$5,867.80 ","$12,926 ","7000","Joseph Levin","Chief Executive Officer &  Director","Technology","Internet Services and Retailing","-","New York City","NY",40.7127753,-74.0059728,"male","IAC"
"699",699,"Tailored Brands","667","$3,304 ","-2.20%","$96.70 ","287.50%","$2,000 ","$1,234 ","18,200","Douglas Ewert","Chairman &  Chief Executive Officer","Retailing","Specialty Retailers: Apparel","-","Houston","TX",29.7604267,-95.3698028,"male","TLRD"
"700",700,"WABCO Holdings","759","$3,304 ","17.60%","$406.10 ","82.10%","$4,323 ","$7,194 ","14,631","Jacques Esculier","Chairman &  Chief Executive Officer","Motor Vehicles &  Parts","Motor Vehicles and Parts","-","Rochester Hills","MI",42.6583661,-83.1499322,"male",NA
"701",701,"Insperity","739","$3,300 ","12.20%","$84.40 ","27.90%","$1,064 ","$2,921 ","2,900","Paul Sarvadi","Chairman &  Chief Executive Officer","Business Services","Diversified Outsourcing Services","-","Houston","TX",30.0575359,-95.1902986,"male","NSP"
"702",702,"Comerica","736","$3,289 ","11.10%","$743.00 ","55.80%","$71,567 ","$16,562 ","7,999","Ralph Babb Jr","Chairman &  Chief Executive Officer","Financials","Commercial Banks","-","Dallas","TX",32.7766642,-96.7969879,"male","BMRA"
"703",703,"TriNet Group","717","$3,275 ","7.00%","$178.00 ","189.90%","$2,593 ","$3,245 ","2,700","Burton Goldfield","President, Chief Executive Officer &  Director","Business Services","Diversified Outsourcing Services","-","San Leandro","CA",37.7249296,-122.1560768,"male","TNET"
"704",704,"Avaya Holdings","621","$3,272 ","-11.60%","-","-","$5,898 ","$2,459 ","8,700","James Chirico Jr","President, Chief Executive Officer &  Director","Technology","Information Technology Services","-","Santa Clara","CA",37.3541079,-121.9552356,"male","AVYA"
"705",705,"Ashland Global Holdings","516","$3,260 ","-34.10%","$1.00 ","-","$8,618 ","$4,343 ","6,500","William Wulfsohn","Chairman &  Chief Executive Officer","Chemicals","Chemicals","-","Covington","KY",39.0836712,-84.5085536,"male","ASH"
